国家代码,时间,大类项目代码,是否为东道国,某年整个奥林匹克参与人次,某年整个大类参与人次,某年某国某大类参与人次,该大类项目的细分项目event数量,该国该项目运动员金牌获奖频率,该国该项目运动员银牌获奖频率,该国该项目运动员铜牌获奖频率,明星运动员个数,新星运动员个数,平均运动生涯时间,实际当年其国某项目金牌数量,实际当年其国某项目银牌数量,实际当年其国某项目铜牌数量
BEL,1992,CRD,0,12594,313,4,2,0.09473684210526316,0.06315789473684211,0.11578947368421053,0,0,0.0,0,0,0
BEL,1992,TTE,0,12594,243,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BEL,1992,GRY,0,12594,40,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BEL,1992,BDM,0,12594,212,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BEL,1992,ARC,0,12594,238,1,1,0.7777777777777778,0.3111111111111111,0.06666666666666667,0,0,0.0,0,0,0
BEL,1992,WRG,0,12594,187,1,1,0.0,0.0,0.01694915254237288,0,0,0.0,0,0,0
BEL,1992,BOX,0,12594,305,1,1,0.02127659574468085,0.02127659574468085,0.0425531914893617,0,0,0.0,0,0,0
BIZ,1992,CRD,0,12594,313,7,3,0.0,0.0,0.0,0,0,0.0,0,0,0
BIZ,1992,ATH,0,12594,2019,9,7,0.0,0.0,0.0,0,0,4.0,0,0,0
BEN,1992,ATH,0,12594,2019,5,5,0.0,0.0,0.0,0,0,4.0,0,0,0
BEN,1992,CRD,0,12594,313,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BER,1992,SAL,0,12594,398,7,4,0.0,0.0,0.0,0,0,0.0,0,0,0
BER,1992,SWM,0,12594,1603,13,9,0.0,0.0,0.0,0,0,0.0,0,0,0
BER,1992,EVE,0,12594,152,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BER,1992,ATH,0,12594,2019,5,5,0.0,0.0,0.0,0,0,0.0,0,0,0
BER,1992,EDR,0,12594,87,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BHU,1992,ARC,0,12594,238,11,4,0.0,0.0,0.0,0,0,4.0,0,0,0
BOL,1992,ATH,0,12594,2019,7,6,0.0,0.0,0.0,0,0,0.0,0,0,0
BOL,1992,JUD,0,12594,433,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BOL,1992,SHO,0,12594,562,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BOL,1992,SWM,0,12594,1603,6,6,0.0,0.0,0.0,0,0,4.0,0,0,0
BOL,1992,WLF,0,12594,244,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BOL,1992,CTR,0,12594,236,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BIH,1992,ATH,0,12594,2019,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
BIH,1992,CSP,0,12594,446,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BIH,1992,SWM,0,12594,1603,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
BIH,1992,SHO,0,12594,562,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BIH,1992,JUD,0,12594,433,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BIH,1992,WLF,0,12594,244,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BOT,1992,ATH,0,12594,2019,5,5,0.0,0.0,0.0,0,0,0.0,0,0,0
BOT,1992,BOX,0,12594,305,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,BKB,0,12594,221,23,2,0.0,0.0,0.3300970873786408,0,0,0.0,0,0,0
BRA,1992,HBL,0,12594,266,13,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,JUD,0,12594,433,14,14,0.03571428571428571,0.03571428571428571,0.10714285714285714,14,0,0.0,1,0,0
BRA,1992,VVO,0,12594,218,22,2,0.0,0.12244897959183673,0.0,21,0,0.0,12,0,0
BRA,1992,CRD,0,12594,313,8,3,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,ROW,0,12594,647,8,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,ATH,0,12594,2019,24,15,0.019867549668874173,0.013245033112582781,0.033112582781456956,48,23,0.0,0,0,0
BRA,1992,SWM,0,12594,1603,22,11,0.0,0.005917159763313609,0.03550295857988166,18,0,0.0,0,1,0
BRA,1992,SAL,0,12594,398,14,10,0.05063291139240506,0.0379746835443038,0.10126582278481013,25,15,0.0,0,0,0
BRA,1992,TEN,0,12594,248,7,4,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,CSP,0,12594,446,6,4,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,EJP,0,12594,157,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,WLF,0,12594,244,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,BOX,0,12594,305,4,4,0.0,0.0,0.03571428571428571,0,0,0.0,0,0,0
BRA,1992,TTE,0,12594,243,8,4,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,EVE,0,12594,152,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,ARC,0,12594,238,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,SHO,0,12594,562,4,4,0.014285714285714285,0.014285714285714285,0.07142857142857142,0,0,0.0,0,0,0
BRA,1992,FEN,0,12594,449,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,CSL,0,12594,130,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,SWA,0,12594,87,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,CTR,0,12594,236,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,GAR,0,12594,1249,12,12,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,DIV,0,12594,112,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,WRF,0,12594,184,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BRA,1992,GRY,0,12594,40,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IVB,1992,SAL,0,12594,398,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
IVB,1992,ATH,0,12594,2019,1,1,0.0,0.0,0.0,0,0,4.0,0,0,0
BUL,1992,GAR,0,12594,1249,84,14,0.005025125628140704,0.0,0.007537688442211055,51,51,0.0,0,0,0
BUL,1992,ROW,0,12594,647,16,7,0.034482758620689655,0.10344827586206896,0.1206896551724138,33,33,0.0,0,0,0
BUL,1992,ATH,0,12594,2019,22,17,0.02158273381294964,0.04316546762589928,0.03597122302158273,22,22,0.0,0,1,1
BUL,1992,MPN,0,12594,115,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BUL,1992,WRF,0,12594,184,10,10,0.09375,0.21875,0.125,10,10,4.0,0,1,1
BUL,1992,BDM,0,12594,212,9,4,0.0,0.0,0.0,0,0,0.0,0,0,0
BUL,1992,BOX,0,12594,305,6,6,0.05084745762711865,0.01694915254237288,0.1016949152542373,10,0,0.0,0,1,1
BUL,1992,WLF,0,12594,244,10,8,0.17647058823529413,0.21568627450980393,0.0784313725490196,6,6,0.0,1,2,1
BUL,1992,CSP,0,12594,446,18,8,0.03389830508474576,0.06779661016949153,0.23728813559322035,14,14,0.0,2,0,2
BUL,1992,SHO,0,12594,562,17,10,0.017857142857142856,0.03571428571428571,0.03571428571428571,9,9,0.0,0,2,1
BUL,1992,WRG,0,12594,187,10,10,0.12698412698412698,0.2222222222222222,0.1111111111111111,10,10,0.0,0,0,0
BUL,1992,JUD,0,12594,433,5,5,0.0,0.07142857142857142,0.07142857142857142,0,0,0.0,0,0,0
BUL,1992,CTR,0,12594,236,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BUL,1992,TTE,0,12594,243,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BUL,1992,EVE,0,12594,152,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BUL,1992,ARC,0,12594,238,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BUL,1992,SWM,0,12594,1603,11,8,0.018867924528301886,0.018867924528301886,0.018867924528301886,14,14,0.0,0,0,0
BUL,1992,TEN,0,12594,248,3,1,0.0,0.0,0.25,4,0,0.0,0,0,0
BUL,1992,GRY,0,12594,40,2,1,0.0,0.5,0.0,2,0,0.0,0,0,0
BUL,1992,VBV,0,12594,31,1,1,0.0,0.16666666666666666,0.0,1,0,0.0,0,0,0
BUL,1992,DIV,0,12594,112,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BUR,1992,JUD,0,12594,433,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BUR,1992,ATH,0,12594,2019,3,3,0.0,0.0,0.0,0,0,4.0,0,0,0
CMR,1992,ATH,0,12594,2019,11,8,0.0,0.0,0.0,0,0,0.0,0,0,0
CMR,1992,WLF,0,12594,244,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,VVO,0,12594,218,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,SWM,0,12594,1603,63,28,0.014742014742014743,0.05405405405405406,0.10073710073710074,95,46,0.0,1,0,5
CAN,1992,ATH,0,12594,2019,63,37,0.023064250411861616,0.039538714991762765,0.06260296540362438,127,0,0.0,1,1,1
CAN,1992,SHO,0,12594,562,16,9,0.03125,0.1015625,0.0546875,17,0,0.0,0,0,0
CAN,1992,FEN,0,12594,449,24,7,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,ROW,0,12594,647,33,8,0.05102040816326531,0.16666666666666666,0.14625850340136054,51,0,0.0,24,0,1
CAN,1992,JUD,0,12594,433,12,12,0.0,0.038461538461538464,0.038461538461538464,8,0,0.0,0,0,1
CAN,1992,DIV,0,12594,112,8,4,0.014492753623188406,0.0,0.014492753623188406,8,0,0.0,0,0,0
CAN,1992,CTR,0,12594,236,6,6,0.0,0.014705882352941176,0.058823529411764705,4,0,0.0,0,0,1
CAN,1992,SAL,0,12594,398,14,9,0.0,0.07272727272727272,0.11818181818181818,26,13,0.0,0,0,2
CAN,1992,BDM,0,12594,212,10,4,0.0,0.0,0.0,0,0,4.0,0,0,0
CAN,1992,WRG,0,12594,187,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,HOC,0,12594,271,14,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,CSL,0,12594,130,8,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,BOX,0,12594,305,10,10,0.023255813953488372,0.046511627906976744,0.05813953488372093,19,10,0.0,0,1,1
CAN,1992,CSP,0,12594,446,19,11,0.031007751937984496,0.06976744186046512,0.06976744186046512,19,0,0.0,0,0,0
CAN,1992,ARC,0,12594,238,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,WRF,0,12594,184,10,10,0.0,0.036585365853658534,0.06097560975609756,8,0,0.0,0,1,0
CAN,1992,TTE,0,12594,243,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,GRY,0,12594,40,2,1,0.25,0.0,0.0,2,0,0.0,0,0,0
CAN,1992,WLF,0,12594,244,2,2,0.0,0.05,0.0,7,0,0.0,0,0,0
CAN,1992,CRD,0,12594,313,10,3,0.0,0.0125,0.0,9,0,0.0,0,0,0
CAN,1992,GAR,0,12594,1249,57,13,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,EJP,0,12594,157,8,2,0.1,0.03333333333333333,0.0,0,0,0.0,0,0,0
CAN,1992,SWA,0,12594,87,3,2,0.42857142857142855,0.42857142857142855,0.0,7,4,0.0,1,2,0
CAN,1992,TEN,0,12594,248,7,4,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1992,EDR,0,12594,87,6,2,0.0,0.0,0.13793103448275862,7,7,0.0,0,0,0
CAN,1992,EVE,0,12594,152,8,2,0.0,0.0,0.07142857142857142,0,0,0.0,0,0,0
CAN,1992,MPN,0,12594,115,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAY,1992,CRD,0,12594,313,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CAY,1992,SAL,0,12594,398,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CAY,1992,CTR,0,12594,236,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAY,1992,ATH,0,12594,2019,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CAF,1992,ATH,0,12594,2019,11,11,0.0,0.0,0.0,0,0,4.0,0,0,0
CAF,1992,CRD,0,12594,313,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CAF,1992,JUD,0,12594,433,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CHA,1992,JUD,0,12594,433,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CHA,1992,ATH,0,12594,2019,5,5,0.0,0.0,0.0,0,0,4.0,0,0,0
CHI,1992,SHO,0,12594,562,1,1,0.0,0.027777777777777776,0.0,1,0,0.0,0,0,0
CHI,1992,BOX,0,12594,305,1,1,0.0,0.038461538461538464,0.038461538461538464,0,0,0.0,0,0,0
CHI,1992,CRD,0,12594,313,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CHI,1992,CTR,0,12594,236,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CHI,1992,TTE,0,12594,243,5,3,0.0,0.0,0.0,0,0,4.0,0,0,0
CHI,1992,ATH,0,12594,2019,3,3,0.0,0.021739130434782608,0.0,0,0,4.0,0,0,0
CHI,1992,TEN,0,12594,248,1,1,0.0,0.0,0.0,0,0,4.0,0,0,0
CHI,1992,SAL,0,12594,398,1,1,0.0,0.0,0.0,0,0,4.0,0,0,0
CHN,1992,BKB,0,12594,221,20,2,0.0,0.0,0.1935483870967742,21,0,0.0,0,11,0
CHN,1992,BOX,0,12594,305,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CHN,1992,GRY,0,12594,40,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CHN,1992,ATH,0,12594,2019,38,20,0.0,0.0,0.02197802197802198,62,0,0.0,1,1,2
CHN,1992,WLF,0,12594,244,10,6,0.18181818181818182,0.13636363636363635,0.18181818181818182,19,9,0.0,0,2,2
CHN,1992,ROW,0,12594,647,33,6,0.0,0.2777777777777778,0.5,9,9,0.0,0,0,2
CHN,1992,FEN,0,12594,449,24,6,0.022727272727272728,0.0,0.0,24,0,0.0,0,1,0
CHN,1992,JUD,0,12594,433,10,10,0.0,0.0,0.0,0,0,0.0,1,0,2
CHN,1992,VVO,0,12594,218,12,1,0.3333333333333333,0.0,0.36666666666666664,30,10,0.0,0,0,0
CHN,1992,SWM,0,12594,1603,42,21,0.0,0.046875,0.015625,37,37,0.0,4,9,0
CHN,1992,TEN,0,12594,248,6,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CHN,1992,WRF,0,12594,184,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CHN,1992,TTE,0,12594,243,14,4,0.3333333333333333,0.3333333333333333,0.1111111111111111,9,9,0.0,5,3,1
CHN,1992,SAL,0,12594,398,3,3,0.0,0.0,0.0,0,0,0.0,0,1,0
CHN,1992,SHO,0,12594,562,26,13,0.07692307692307693,0.02564102564102564,0.10256410256410256,39,23,0.0,2,2,0
CHN,1992,DIV,0,12594,112,8,4,0.1875,0.25,0.125,16,8,0.0,3,1,1
CHN,1992,ARC,0,12594,238,12,4,0.0,0.07142857142857142,0.0,6,0,0.0,0,3,0
CHN,1992,SWA,0,12594,87,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CHN,1992,GAR,0,12594,1249,84,14,0.06818181818181818,0.10227272727272728,0.09090909090909091,88,46,0.0,2,9,2
CHN,1992,WRG,0,12594,187,5,5,0.0,0.0,0.0,0,0,0.0,0,0,1
CHN,1992,BDM,0,12594,212,13,4,0.0,0.0,0.0,0,0,4.0,0,2,6
CHN,1992,CRD,0,12594,313,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CHN,1992,CTR,0,12594,236,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CHN,1992,CSP,0,12594,446,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CHN,1992,MPN,0,12594,115,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CHN,1992,VBV,0,12594,31,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TPE,1992,BSB,0,12594,135,12,1,0.0,0.0,0.0,0,0,0.0,0,20,0
TPE,1992,SHO,0,12594,562,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
TPE,1992,JUD,0,12594,433,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
TPE,1992,ARC,0,12594,238,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
TPE,1992,WLF,0,12594,244,1,1,0.0,0.0,0.037037037037037035,4,0,0.0,0,0,0
TPE,1992,ATH,0,12594,2019,3,3,0.0,0.015625,0.015625,0,0,0.0,0,0,0
TPE,1992,CRD,0,12594,313,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TPE,1992,CTR,0,12594,236,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
COL,1992,WLF,0,12594,244,4,3,0.0,0.0,0.0,0,0,4.0,0,0,0
COL,1992,FBL,0,12594,214,15,1,0.0,0.0,0.0,0,0,0.0,0,0,0
COL,1992,SHO,0,12594,562,4,4,0.0,0.06896551724137931,0.0,8,0,0.0,0,0,0
COL,1992,SWM,0,12594,1603,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
COL,1992,ATH,0,12594,2019,6,5,0.0,0.0,0.0,0,0,0.0,0,0,1
COL,1992,BOX,0,12594,305,2,2,0.0,0.0,0.125,0,0,0.0,0,0,0
COL,1992,ARC,0,12594,238,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
COL,1992,EJP,0,12594,157,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
COL,1992,CTR,0,12594,236,8,5,0.0,0.0,0.0,0,0,0.0,0,0,0
COL,1992,CRD,0,12594,313,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
COL,1992,FEN,0,12594,449,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
COL,1992,VBV,0,12594,31,1,1,0.0,0.0,0.3333333333333333,1,0,0.0,0,0,0
COL,1992,WRF,0,12594,184,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CGO,1992,ATH,0,12594,2019,9,6,0.0,0.0,0.0,0,0,0.0,0,0,0
CGO,1992,SWM,0,12594,1603,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
COD,1992,CRD,0,12594,313,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
COD,1992,ATH,0,12594,2019,9,6,0.0,0.0,0.0,0,0,0.0,0,0,0
COD,1992,JUD,0,12594,433,6,6,0.0,0.0,0.0,0,0,0.0,0,0,0
COD,1992,BOX,0,12594,305,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
COK,1992,WLF,0,12594,244,1,1,0.0,0.0,0.0,0,0,12.0,0,0,0
COK,1992,ATH,0,12594,2019,1,1,0.0,0.0,0.0,0,0,16.0,0,0,0
CRC,1992,CSL,0,12594,130,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CRC,1992,ATH,0,12594,2019,11,11,0.0,0.0,0.0,0,0,0.0,0,0,0
CRC,1992,SHO,0,12594,562,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CRC,1992,FEN,0,12594,449,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CRC,1992,ARC,0,12594,238,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CRC,1992,SWM,0,12594,1603,2,2,0.0,0.03333333333333333,0.0,17,0,0.0,0,0,0
CIV,1992,CSP,0,12594,446,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CIV,1992,JUD,0,12594,433,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CIV,1992,ATH,0,12594,2019,12,8,0.0,0.034482758620689655,0.0,4,0,0.0,0,0,0
CRO,1992,BKB,0,12594,221,12,1,0.0,0.0,0.0,0,0,0.0,0,12,0
CRO,1992,ROW,0,12594,647,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CRO,1992,SAL,0,12594,398,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CRO,1992,WRG,0,12594,187,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CRO,1992,SHO,0,12594,562,7,5,0.0,0.0,0.0,0,0,0.0,0,0,0
CRO,1992,CSL,0,12594,130,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CRO,1992,TEN,0,12594,248,4,2,0.0,0.0,0.0,0,0,0.0,0,0,3
CRO,1992,CSP,0,12594,446,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CRO,1992,BOX,0,12594,305,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CRO,1992,ATH,0,12594,2019,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CRO,1992,TTE,0,12594,243,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CRO,1992,EJP,0,12594,157,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CUB,1992,CSP,0,12594,446,9,6,0.0,0.0,0.0,0,0,0.0,0,0,0
CUB,1992,ATH,0,12594,2019,38,18,0.027777777777777776,0.1111111111111111,0.05555555555555555,0,0,0.0,2,4,7
CUB,1992,WLF,0,12594,244,8,5,0.029411764705882353,0.0,0.029411764705882353,0,0,0.0,0,1,0
CUB,1992,BKB,0,12594,221,12,1,0.0,0.0,0.16,0,0,0.0,0,0,0
CUB,1992,BSB,0,12594,135,17,1,0.0,0.0,0.0,0,0,0.0,20,0,0
CUB,1992,WRG,0,12594,187,9,9,0.0,0.0,0.0,0,0,0.0,1,0,2
CUB,1992,TTE,0,12594,243,8,4,0.0,0.0,0.0,0,0,0.0,0,0,0
CUB,1992,BOX,0,12594,305,11,11,0.23255813953488372,0.18604651162790697,0.11627906976744186,0,0,0.0,6,2,0
CUB,1992,WPO,0,12594,142,13,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CUB,1992,VVO,0,12594,218,21,2,0.0,0.0,0.20689655172413793,0,0,0.0,10,0,0
CUB,1992,JUD,0,12594,433,12,12,0.08333333333333333,0.25,0.0,0,0,0.0,1,1,3
CUB,1992,FEN,0,12594,449,8,2,0.06521739130434782,0.010869565217391304,0.0,0,0,0.0,0,5,1
CUB,1992,CTR,0,12594,236,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CUB,1992,ROW,0,12594,647,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CUB,1992,VBV,0,12594,31,1,1,0.4,0.0,0.0,0,0,0.0,1,0,0
CUB,1992,SWM,0,12594,1603,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
CUB,1992,WRF,0,12594,184,6,6,0.0,0.0,0.0,0,0,0.0,1,0,1
CUB,1992,SHO,0,12594,562,7,4,0.0,0.0,0.02702702702702703,0,0,0.0,0,0,0
CYP,1992,ATH,0,12594,2019,6,6,0.0,0.0,0.0,0,0,6.0,0,0,0
CYP,1992,SAL,0,12594,398,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CYP,1992,WRF,0,12594,184,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CYP,1992,JUD,0,12594,433,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CYP,1992,GRY,0,12594,40,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CYP,1992,SHO,0,12594,562,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CYP,1992,SWM,0,12594,1603,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
CYP,1992,ARC,0,12594,238,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,SHO,0,12594,562,24,13,0.024193548387096774,0.024193548387096774,0.008064516129032258,19,19,0.0,1,0,1
TCH,1992,BKB,0,12594,221,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,WPO,0,12594,142,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,CTR,0,12594,236,7,4,0.029850746268656716,0.04477611940298507,0.05970149253731343,0,0,0.0,0,0,0
TCH,1992,GAR,0,12594,1249,29,12,0.0328719723183391,0.0726643598615917,0.029411764705882353,0,0,0.0,0,0,0
TCH,1992,DIV,0,12594,112,1,1,0.058823529411764705,0.058823529411764705,0.0,0,0,0.0,0,0,0
TCH,1992,CSP,0,12594,446,20,10,0.09,0.05,0.01,0,0,0.0,0,0,0
TCH,1992,ROW,0,12594,647,32,6,0.0374331550802139,0.016042780748663103,0.18181818181818182,0,0,4.0,0,1,0
TCH,1992,HBL,0,12594,266,16,1,0.0,0.25806451612903225,0.0,0,0,0.0,0,0,0
TCH,1992,SWM,0,12594,1603,17,14,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,CRD,0,12594,313,7,2,0.0,0.0,0.058823529411764705,0,0,0.0,0,0,0
TCH,1992,ATH,0,12594,2019,19,14,0.03383458646616541,0.03007518796992481,0.018796992481203006,20,20,0.0,2,0,0
TCH,1992,MPN,0,12594,115,6,2,0.0,0.13636363636363635,0.045454545454545456,0,0,0.0,0,0,0
TCH,1992,WLF,0,12594,244,5,4,0.05,0.03333333333333333,0.05,0,0,0.0,0,0,0
TCH,1992,SAL,0,12594,398,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,FEN,0,12594,449,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,BOX,0,12594,305,4,4,0.07142857142857142,0.023809523809523808,0.047619047619047616,0,0,0.0,0,0,0
TCH,1992,WRG,0,12594,187,3,3,0.0136986301369863,0.0821917808219178,0.0547945205479452,0,0,0.0,0,0,0
TCH,1992,CSL,0,12594,130,12,4,0.0,0.0,0.0,0,0,20.0,1,2,0
TCH,1992,ARC,0,12594,238,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,TTE,0,12594,243,6,3,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,JUD,0,12594,433,5,5,0.0,0.0,0.08333333333333333,0,0,0.0,0,0,0
TCH,1992,BDM,0,12594,212,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,WRF,0,12594,184,4,4,0.0,0.04,0.12,4,0,0.0,0,0,0
TCH,1992,TEN,0,12594,248,6,3,0.04,0.08,0.16,6,6,0.0,0,0,0
TCH,1992,GRY,0,12594,40,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,EJP,0,12594,157,1,1,0.07692307692307693,0.0,0.0,0,0,0.0,0,0,0
TCH,1992,SWA,0,12594,87,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,1992,CRD,0,12594,313,4,2,0.05,0.05,0.04,0,0,0.0,0,0,0
DEN,1992,WLF,0,12594,244,2,2,0.043478260869565216,0.08695652173913043,0.0,0,0,0.0,0,0,0
DEN,1992,FBL,0,12594,214,14,1,0.13636363636363635,0.45454545454545453,0.14772727272727273,0,0,0.0,0,0,0
DEN,1992,SAL,0,12594,398,15,9,0.15306122448979592,0.23469387755102042,0.07142857142857142,12,12,0.0,3,0,2
DEN,1992,TEN,0,12594,248,3,2,0.0,0.03225806451612903,0.0,0,0,0.0,0,0,0
DEN,1992,SHO,0,12594,562,7,4,0.0374331550802139,0.0427807486631016,0.053475935828877004,3,0,0.0,0,0,0
DEN,1992,ROW,0,12594,647,11,2,0.07547169811320754,0.050314465408805034,0.16981132075471697,9,0,0.0,0,0,0
DEN,1992,CSP,0,12594,446,9,6,0.06557377049180328,0.06557377049180328,0.14754098360655737,1,0,0.0,0,2,0
